image_id,food_name,is_fruit,qc_status,error
01471890_019,orange,True,pass,file not found: ..\data\raw\01471890_019.png
01471890_011,carrot,False,pass,file not found: ..\data\raw\01471890_011.png
01471890_001,cucumber,False,pass,file not found: ..\data\raw\01471890_001.png
01471890_012,carrot,False,pass,file not found: ..\data\raw\01471890_012.png
01471890_014,carrot,False,pass,file not found: ..\data\raw\01471890_014.png
01471890_017,orange,True,pass,file not found: ..\data\raw\01471890_017.png
01471890_007,apple,True,pass,file not found: ..\data\raw\01471890_007.png
01471890_018,orange,True,pass,file not found: ..\data\raw\01471890_018.png
01471890_016,orange,True,pass,file not found: ..\data\raw\01471890_016.png
01471890_010,apple,True,pass,file not found: ..\data\raw\01471890_010.png
01460705_002,carrot,False,pass,file not found: ..\data\raw\01460705_002.png
01460705_008,orange,True,pass,file not found: ..\data\raw\01460705_008.png
01460705_013,apple,True,pass,file not found: ..\data\raw\01460705_013.png
01460705_019,cucumber,False,pass,file not found: ..\data\raw\01460705_019.png
01460705_007,orange,True,pass,file not found: ..\data\raw\01460705_007.png
01460705_011,apple,True,pass,file not found: ..\data\raw\01460705_011.png
01460705_010,orange,True,pass,file not found: ..\data\raw\01460705_010.png
01460705_004,carrot,False,pass,file not found: ..\data\raw\01460705_004.png
01460705_006,orange,True,pass,file not found: ..\data\raw\01460705_006.png
01460705_014,apple,True,pass,file not found: ..\data\raw\01460705_014.png
01460705_012,apple,True,pass,file not found: ..\data\raw\01460705_012.png
01460705_015,apple,True,pass,file not found: ..\data\raw\01460705_015.png
01300169_005,apple,True,pass,file not found: ..\data\raw\01300169_005.png
01300169_002,apple,True,pass,file not found: ..\data\raw\01300169_002.png
01300169_001,apple,True,pass,file not found: ..\data\raw\01300169_001.png
01300169_020,carrot,False,pass,file not found: ..\data\raw\01300169_020.png
01300169_007,carrot,False,pass,file not found: ..\data\raw\01300169_007.png
01300169_004,apple,True,pass,file not found: ..\data\raw\01300169_004.png
01300169_006,carrot,False,pass,file not found: ..\data\raw\01300169_006.png
01300169_011,orange,True,pass,file not found: ..\data\raw\01300169_011.png
01300169_008,carrot,False,pass,file not found: ..\data\raw\01300169_008.png
01300169_003,apple,True,pass,file not found: ..\data\raw\01300169_003.png
01439343_015,apple,True,pass,file not found: ..\data\raw\01439343_015.png
01439343_012,apple,True,pass,file not found: ..\data\raw\01439343_012.png
01439343_018,carrot,False,pass,file not found: ..\data\raw\01439343_018.png
01439343_016,carrot,False,pass,file not found: ..\data\raw\01439343_016.png
01439343_006,orange,True,pass,file not found: ..\data\raw\01439343_006.png
01439343_004,cucumber,False,pass,file not found: ..\data\raw\01439343_004.png
01439343_007,orange,True,pass,file not found: ..\data\raw\01439343_007.png
01439343_009,orange,True,pass,file not found: ..\data\raw\01439343_009.png
01439343_003,cucumber,False,pass,file not found: ..\data\raw\01439343_003.png
01439343_013,apple,True,pass,file not found: ..\data\raw\01439343_013.png
01439343_008,orange,True,pass,file not found: ..\data\raw\01439343_008.png
01439343_017,carrot,False,pass,file not found: ..\data\raw\01439343_017.png
01439343_010,orange,True,pass,file not found: ..\data\raw\01439343_010.png
01439343_005,cucumber,False,pass,file not found: ..\data\raw\01439343_005.png
01439343_014,apple,True,pass,file not found: ..\data\raw\01439343_014.png
01439343_011,apple,True,pass,file not found: ..\data\raw\01439343_011.png
01663557_003,apple,True,pass,file not found: ..\data\raw\01663557_003.png
01663557_002,apple,True,pass,file not found: ..\data\raw\01663557_002.png
01663557_013,carrot,False,pass,file not found: ..\data\raw\01663557_013.png
01663557_014,carrot,False,pass,file not found: ..\data\raw\01663557_014.png
01663557_015,carrot,False,pass,file not found: ..\data\raw\01663557_015.png
01663557_012,carrot,False,pass,file not found: ..\data\raw\01663557_012.png
01663557_004,apple,True,pass,file not found: ..\data\raw\01663557_004.png
01663557_011,carrot,False,pass,file not found: ..\data\raw\01663557_011.png
01663557_001,apple,True,pass,file not found: ..\data\raw\01663557_001.png
01495161_005,cucumber,False,pass,file not found: ..\data\raw\01495161_005.png
01495161_007,apple,True,pass,file not found: ..\data\raw\01495161_007.png
01495161_006,apple,True,pass,file not found: ..\data\raw\01495161_006.png
01495161_002,cucumber,False,pass,file not found: ..\data\raw\01495161_002.png
01495161_009,apple,True,pass,file not found: ..\data\raw\01495161_009.png
01495161_008,apple,True,pass,file not found: ..\data\raw\01495161_008.png
01495161_003,cucumber,False,pass,file not found: ..\data\raw\01495161_003.png
01495161_001,cucumber,False,pass,file not found: ..\data\raw\01495161_001.png
01495161_004,cucumber,False,pass,file not found: ..\data\raw\01495161_004.png
01495161_017,orange,True,pass,file not found: ..\data\raw\01495161_017.png
01495161_018,orange,True,pass,file not found: ..\data\raw\01495161_018.png
01495161_020,orange,True,pass,file not found: ..\data\raw\01495161_020.png
01495161_019,orange,True,pass,file not found: ..\data\raw\01495161_019.png
01495161_010,apple,True,pass,file not found: ..\data\raw\01495161_010.png
01495161_016,orange,True,pass,file not found: ..\data\raw\01495161_016.png
01495161_013,carrot,False,pass,file not found: ..\data\raw\01495161_013.png
01495161_015,carrot,False,pass,file not found: ..\data\raw\01495161_015.png
01495161_014,carrot,False,pass,file not found: ..\data\raw\01495161_014.png
01495161_012,carrot,False,pass,file not found: ..\data\raw\01495161_012.png
01495161_011,carrot,False,pass,file not found: ..\data\raw\01495161_011.png
01650064_019,orange,True,pass,file not found: ..\data\raw\01650064_019.png
01650064_004,carrot,False,pass,file not found: ..\data\raw\01650064_004.png
01650064_020,orange,True,pass,file not found: ..\data\raw\01650064_020.png
01650064_007,apple,True,pass,file not found: ..\data\raw\01650064_007.png
01650064_016,orange,True,pass,file not found: ..\data\raw\01650064_016.png
01650064_006,apple,True,pass,file not found: ..\data\raw\01650064_006.png
01650064_005,carrot,False,pass,file not found: ..\data\raw\01650064_005.png
01650064_001,carrot,False,pass,file not found: ..\data\raw\01650064_001.png
01650064_008,apple,True,pass,file not found: ..\data\raw\01650064_008.png
01650064_015,cucumber,False,pass,file not found: ..\data\raw\01650064_015.png
01650064_018,orange,True,pass,file not found: ..\data\raw\01650064_018.png
01650064_013,cucumber,False,pass,file not found: ..\data\raw\01650064_013.png
01650064_012,cucumber,False,pass,file not found: ..\data\raw\01650064_012.png
01650064_009,apple,True,pass,file not found: ..\data\raw\01650064_009.png
01650064_002,carrot,False,pass,file not found: ..\data\raw\01650064_002.png
01650064_011,cucumber,False,pass,file not found: ..\data\raw\01650064_011.png
01658436_006,orange,True,pass,file not found: ..\data\raw\01658436_006.png
01658436_007,orange,True,pass,file not found: ..\data\raw\01658436_007.png
01658436_011,carrot,False,pass,file not found: ..\data\raw\01658436_011.png
01658436_001,apple,True,pass,file not found: ..\data\raw\01658436_001.png
01658436_008,orange,True,pass,file not found: ..\data\raw\01658436_008.png
01658436_005,apple,True,pass,file not found: ..\data\raw\01658436_005.png
01658436_010,orange,True,pass,file not found: ..\data\raw\01658436_010.png
01658436_004,apple,True,pass,file not found: ..\data\raw\01658436_004.png
01658436_009,orange,True,pass,file not found: ..\data\raw\01658436_009.png
014245930_006,orange,True,pass,file not found: ..\data\raw\014245930_006.png
014245930_007,orange,True,pass,file not found: ..\data\raw\014245930_007.png
014245930_009,orange,True,pass,file not found: ..\data\raw\014245930_009.png
014245930_001,apple,True,pass,file not found: ..\data\raw\014245930_001.png
014245930_003,apple,True,pass,file not found: ..\data\raw\014245930_003.png
014245930_019,carrot,False,pass,file not found: ..\data\raw\014245930_019.png
014245930_005,apple,True,pass,file not found: ..\data\raw\014245930_005.png
014245930_004,apple,True,pass,file not found: ..\data\raw\014245930_004.png
014245930_017,carrot,False,pass,file not found: ..\data\raw\014245930_017.png
014245930_008,orange,True,pass,file not found: ..\data\raw\014245930_008.png
014245930_002,apple,True,pass,file not found: ..\data\raw\014245930_002.png
014245930_010,orange,True,pass,file not found: ..\data\raw\014245930_010.png
01452427_012,cucumber,False,pass,file not found: ..\data\raw\01452427_012.png
01452427_004,apple,True,pass,file not found: ..\data\raw\01452427_004.png
01452427_016,carrot,False,pass,file not found: ..\data\raw\01452427_016.png
01452427_001,apple,True,pass,file not found: ..\data\raw\01452427_001.png
01452427_005,apple,True,pass,file not found: ..\data\raw\01452427_005.png
01452427_017,carrot,False,pass,file not found: ..\data\raw\01452427_017.png
01452427_018,carrot,False,pass,file not found: ..\data\raw\01452427_018.png
01452427_014,cucumber,False,pass,file not found: ..\data\raw\01452427_014.png
01452427_015,cucumber,False,pass,file not found: ..\data\raw\01452427_015.png
01452427_003,apple,True,pass,file not found: ..\data\raw\01452427_003.png
01452427_007,orange,True,pass,file not found: ..\data\raw\01452427_007.png
01452427_002,apple,True,pass,file not found: ..\data\raw\01452427_002.png
01452427_013,cucumber,False,pass,file not found: ..\data\raw\01452427_013.png
01452427_008,orange,True,pass,file not found: ..\data\raw\01452427_008.png
01452427_019,carrot,False,pass,file not found: ..\data\raw\01452427_019.png
01452427_020,carrot,False,pass,file not found: ..\data\raw\01452427_020.png
01430300_011,apple,True,pass,file not found: ..\data\raw\01430300_011.png
01430300_009,cucumber,False,pass,file not found: ..\data\raw\01430300_009.png
01430300_007,apple,True,pass,file not found: ..\data\raw\01430300_007.png
01430300_006,orange,True,pass,file not found: ..\data\raw\01430300_006.png
01430300_010,orange,True,pass,file not found: ..\data\raw\01430300_010.png
01430300_004,carrot,False,pass,file not found: ..\data\raw\01430300_004.png
01430300_008,carrot,False,pass,file not found: ..\data\raw\01430300_008.png
01430300_003,apple,True,pass,file not found: ..\data\raw\01430300_003.png
01430300_001,cucumber,False,pass,file not found: ..\data\raw\01430300_001.png
01430300_005,cucumber,False,pass,file not found: ..\data\raw\01430300_005.png
01430300_015,apple,True,pass,file not found: ..\data\raw\01430300_015.png
01430300_018,orange,True,pass,file not found: ..\data\raw\01430300_018.png
01430300_013,cucumber,False,pass,file not found: ..\data\raw\01430300_013.png
01430300_019,apple,True,pass,file not found: ..\data\raw\01430300_019.png
01430300_020,carrot,False,pass,file not found: ..\data\raw\01430300_020.png
01430300_012,carrot,False,pass,file not found: ..\data\raw\01430300_012.png
01570623_003,apple,True,pass,file not found: ..\data\raw\01570623_003.png
01570623_013,carrot,False,pass,file not found: ..\data\raw\01570623_013.png
01570623_008,orange,True,pass,file not found: ..\data\raw\01570623_008.png
01570623_016,cucumber,False,pass,file not found: ..\data\raw\01570623_016.png
01570623_017,cucumber,False,pass,file not found: ..\data\raw\01570623_017.png
01570623_001,apple,True,pass,file not found: ..\data\raw\01570623_001.png
01570623_002,apple,True,pass,file not found: ..\data\raw\01570623_002.png
01570623_007,orange,True,pass,file not found: ..\data\raw\01570623_007.png
01570623_020,cucumber,False,pass,file not found: ..\data\raw\01570623_020.png
01570623_005,apple,True,pass,file not found: ..\data\raw\01570623_005.png
01570623_006,orange,True,pass,file not found: ..\data\raw\01570623_006.png
